data_snap_source,tweet_date,user_name,tweet_text,word_count,image_tweet_text,image_description,image_subjects,image_contains_face,detected_persons,chapter_code,pmi_scores,pmi_sum,hedge_count,booster_count,epistemic_stance,epistemic_density,sentiment_compound,sentiment_pos,sentiment_neg,sentiment_neu,sentiment_abs,selection_score
HI_36,8-Dec-20,@Childrens...,A former #FDA employee-turned-whistleblower says the agency downgraded his report on safety violations at a #Merck vaccine plant. The allegation raises questions about how the FDA will monitor safety of #COVID #vaccine manufacturers. #TheDefender,36,Whistleblower: FDA Failed to Address 'Biohazard Nightmare' at Merck ...,The image contains two parts: on the left is the FDA headquarters sign showing 'U.S. Department of Health and Human Services Food and Drug Administration' with the FDA logo on a blue background. On the right is a vial labeled 'COVID 19 Coronavirus Vaccine' being held by a gloved hand.,"FDA building sign, vaccine vial, gloved hand",False,,HI,"{('vaccine', '#'): 4.584962500721156, ('vaccine', '.'): 3.5849625007211565}",8.169925001442312,0,1,Neutral,2.222222222222222,-0.2732,0.107,0.128,0.765,0.2732,2.513718333621796
HI_51,4-Dec-20,@Childrens...,So true! Only full transparency and rigorous scrutiny of the data will allow for informed decision making. @bmj_latest #CovidVaccine #VaccineSafety #TheDefender,21,Peter Doshi: Pfizer and Moderna's '95% Effective' Vaccines — Let's Be ...,"A blue-tinted medical/scientific image showing laboratory equipment including vials, syringes, and stylized coronavirus particles. The image appears to be related to COVID-19 vaccine development or testing. There's a caption bar at the bottom with text about Pfizer and Moderna vaccines.","medical equipment, vials, syringes, coronavirus illustrations",False,,HI,,0.0,0,2,K+ (high certainty),6.060606060606061,0.7419,0.212,0.053,0.734,0.7419,2.392890909090909
IN_71,6-Mar,@RenzTom,"BREAKING: MMR Potentially Kills Hundreds of times MORE people than Measles but the media continues to MISLEAD about measles deaths.

An analysis by @USMortality below shows the numbers of measles deaths caused by the MMR vaccine per year based on VAERS reports (see below).
Show more",46,"oy , Tom Renz @ ab BREAKING: MMR Potentially Kills Hundreds of times MORE people than Measles but the media continues to MISLEAD about measles deaths. An analysis by @USMortality below shows the numbers of measles deaths caused by the MMR vaccine per year based on VAERS reports (see below). Show more bik — = ""i . \} a aA N","The tweet contains 4 images: 1) A bar chart showing purported measles deaths attributed to MMR vaccine with orange bars of varying heights, 2) A screenshot of the VAERS (Vaccine Adverse Event Reporting System) website interface, 3) A news segment showing two news anchors with text about measles cases rising, 4) A close-up image of someone receiving an injection.","bar chart, VAERS website, news broadcast, vaccination",True,News anchors (unidentified),IN,"{('vaccine', 'mmr'): 4.918863237274595, ('vaccine', 'per'): 5.918863237274595, ('vaccine', 'year'): 5.918863237274595, ('vaccine', 'based'): 5.918863237274595}",22.67545294909838,0,4,K+ (high certainty),3.96039603960396,-0.7906,0.0,0.062,0.938,0.7906,5.175259405940594
IN_82,5-Mar,@INChildr...,Long Covid or mRNA vaccine injury? #longcovid,7,"REDFIELD: ""I don't think the vaccine industry should have immunity ... I'm particularly concerned about this now because ... among my 'Long COVID' patients are people that don't have 'Long COVID', but they have mRNA vaccine injury.""",The image shows a person speaking into a microphone in what appears to be a study or office setting. They are wearing a dark suit with a vest and tie. Behind them are bookshelves filled with books and various decorative items. The image has a timestamp of 1:01 and includes the MAHA PODCAST logo in the bottom right corner.,"person, microphone, bookshelves, podcast setting",True,Robert Redfield,IN,"{('mrna', 'vaccine'): 4.437405312307298, ('mrna', 'injury'): 5.022367813028454, ('vaccine', 'mrna'): 4.437405312307298, ('vaccine', 'injury'): 4.437405312307298}",18.33458374995035,1,0,Neutral,2.222222222222222,-0.6808,0.0,0.118,0.882,0.6808,4.694933333333333
IN_65,11-Mar,@ChildrensHD,The truth about the MMR vaccine and autism 💉,8,MMR Vaccine Boys vaccinated with their first MMR vaccine on time were 67% more likely to get diagnosed with autism compared to those boys who got their first vaccine after their third birthday.,"A graphic with text about MMR vaccines and autism rates, featuring the Children's Health Defense logo in the bottom right corner. The background appears to be a blurred image, possibly of a medical setting.","text, logo, medical information",False,,IN,"{('vaccine', 'mmr'): 3.4594316186372973, ('vaccine', 'autism'): 3.4594316186372973, ('vaccine', 'first'): 3.4594316186372973}",10.37829485591189,1,1,Mixed,4.878048780487805,0.3182,0.053,0.0,0.947,0.3182,3.4437662882555484
IN_40,29-Mar,@DrSuzanneH7,Here is how pharmacists are told to dispose of mercury containing vaccines for which we know still exist as per my post earlier today.,24,"Preservative-containing vaccines. If unused vaccine vials or syringes are expired or subject to recall, it must be determined whether the vaccine exceeds the maximum concentration (0.2 mg/L) for the toxicity characteristic for mercury per federal law. Look for 0.01% thimerosal. These vaccines must be disposed of as hazardous waste if the concentration is >0.2mg/L, or as medical waste destined for incineration if it is <0.2mg/L. Preservative-free live attenuated vaccines. Used vials should go into the","A screenshot of what appears to be a presentation slide or document with instructions for disposing of preservative-containing vaccines and preservative-free live attenuated vaccines. The slide has a dark blue header with 'August 26th 2024' visible, and contains bullet points with detailed disposal instructions for vaccines containing mercury/thimerosal.","presentation slide, vaccine disposal instructions",False,,IN,"{('vaccines', 'containing'): 5.022367813028454, ('vaccines', '.'): 3.2854022188622483}",8.307770031890703,0,3,K+ (high certainty),2.777777777777778,-0.4939,0.023,0.054,0.923,0.4939,3.0660206730448074
IN_62,11-Mar,@INChildr...,#ssris,1,"RFK Jr. Exposes a Truth That Could Bankrupt the Antidepressant Industry

40% of American teenagers now struggle with anxiety or depression, but Big Pharma is hiding the real reason why....
Show more",A screenshot of a Fox News interview showing a person in a suit being interviewed. The Fox News banner at the bottom reads 'EXCLUSIVE INTERVIEW WITH HHS SECRETARY RFK JR' with 'HANNITY EXCLUSIVE' displayed below it.,"news interview, Fox News banner",True,Robert F. Kennedy Jr.,IN,,0.0,1,2,K+ (high certainty),9.090909090909092,-0.7935,0.042,0.297,0.661,0.7935,2.950636363636364
IN_43,25-Mar,@stkirsch,Pfizer likely increased your all-cause mortality by at least 14%; Moderna was even worse at 20%.,17,Pfizer likely increased your all-cause mortality by at least 14%; Modern...,A graph showing what appears to be mortality data. The graph has a grid background with a blue line curve and a vertical red dotted line. The legend indicates 'Pfizer ACM = 14.3% over b'. The graph appears to be supporting the claim made in the tweet about increased all-cause mortality.,"graph, data visualization, mortality statistics",False,,IN,"{('pfizer', 'likely'): 4.321928094887362, ('pfizer', 'increased'): 4.321928094887362}",8.643856189774723,2,0,K- (low certainty),6.896551724137931,0.0258,0.134,0.099,0.767,0.0258,2.8148539965756343
IN_26,5-Apr,@INChildr...,An experimental shot given to children? #protectchildrenfromvaccines,7,🔥 9 million children have received the mRNA shots ... still under EUA status. Dr. Mary Bowden [@MdBreathe] says these shots are ALL risk and absolutely NO benefit.,The image shows a screenshot from what appears to be a video interview or presentation on CHD.TV (Children's Health Defense TV). The setting appears to be a home interior with a chair visible to the left and some home decor in the background. The lower portion of the screen contains a banner with text mentioning 'SUPPORT AFI CDC PEDIATRIC VACCINE' and a website URL 'N.AFHA.HEALTH'.,"interview setting, home interior, television broadcast",True,,IN,"{('shots', '.'): 3.4918530963296743}",3.491853096329674,0,1,Neutral,3.03030303030303,-0.8066,0.0,0.23,0.77,0.8066,2.7661160738113892
IN_16,13-Apr,@INChildr...,What really happens when you take #SSRIs,7,"The Horrific and Deadly Effects of Antidepressants

Did you know that SSRI antidepressants INCREASE suicidal thoughts by 255%?
...
Show more","The image shows a close-up of a person's hand reaching for pills scattered on a dark surface. A pill bottle is visible in the background. The scene appears to depict someone in distress with medication, suggesting themes related to mental health or medication use. The person is blurred in the background, with the focus on the hand and pills.","hand, pills, medication bottle, dark surface",True,Unidentifiable person,IN,,0.0,0,2,K+ (high certainty),7.407407407407407,-0.7825,0.082,0.241,0.677,0.7825,2.676111111111111
IN_89,5-Mar,@INChildr...,Thank you @standforhealth1 for putting together this Measles Fact Sheet #measlesoutbreak,11,"MEASLES FACT SHEET - Health Freedom Institute - Contains 8 numbered points about measles, vaccination, and related information","A detailed fact sheet about measles organized into 8 numbered sections. The document appears to be from the Health Freedom Institute and contains various claims about measles, vaccination effectiveness, CDC information, and government accountability. Each section includes supporting text, statistics, and some contain embedded screenshots of websites or references.","measles fact sheet, health information, vaccination data",False,,IN,,0.0,0,2,K+ (high certainty),7.407407407407407,0.7717,0.199,0.0,0.801,0.7717,2.6545111111111113
IN_96,2-Mar,@INChildr...,#mmrvax,1,"TRAGIC: 18-month-old George Fisher KILLED by MMR Vaccine

""George did die because of that MMR.""
...
Show more",The image shows three people sitting together wearing black t-shirts with 'VAXXED' printed on them. They appear to be in an interview setting with flowers visible in the background. One person is holding what looks like a baby wrapped in a blanket. There is text overlay at the bottom of the image stating 'HIS QUILT AND THEN REALIZED THAT HE DIED.' The image has a CHD.TV watermark in the corner and a timestamp of 1:45.,"people, interview setting, t-shirts with messaging, baby blanket",True,Unidentified individuals,IN,,0.0,0,1,Neutral,5.0,-0.9308,0.0,0.446,0.554,0.9308,2.6116
KS_79,20-Sep-24,@KSChildre...,"Thank you to everyone who came to the Vaxxed 3 screenings on Wednesday! They were a huge success! For those of you who weren't able to make it, BIG NEWS! CHD is offering a FREE online screening of the movie on October 4th! Register to watch the film at http://vaxxed3.org.",53,"@ Children’s Health Defen... @KSChildre... Sep 20,2024 J + Thank you to everyone who came to the Vaxxed 3 screenings on Wednesday! They were a huge success! For those of you who weren't able to make it, BIG NEWS! CHD is offering a FREE online screening of the movie on October 4th! Register to watch the film at http://vaxxed3.org. ATOMMEY BURROWES PRODUCTION FOR CHILDREN’S HEALTH DEFENSE FILMS LLC = - i VAXXEN || AUT HURIZEU TU KILL A i, OCTOBER 4, 2024 PTO WATCH AT WAXXED3.0RG [o} a 1] ih 46 As","A promotional poster for the film 'VAXXED III: AUTHORIZED TO KILL' showing a dark blue bus or vehicle with headlights on in a misty/foggy background. The poster announces a 'FREE ONLINE PREMIERE' on 'FRIDAY, OCTOBER 4, 2024' with text instructing viewers to 'RSVP TO WATCH AT VAXXED3.ORG'. The top of the poster notes it's 'A TOMMEY BURROWES PRODUCTION FOR CHILDREN'S HEALTH DEFENSE FILMS LLC'.","bus, promotional text, film title",False,,KS,"{('vaxxed', 'came'): 6.577428828035749, ('vaxxed', '3'): 6.577428828035749, ('vaxxed', 'screenings'): 6.577428828035749}",19.73228648410725,0,0,Neutral,0.0,0.9684,0.172,0.033,0.796,0.9684,4.9368
KS_08,31-Mar,@KSChildrensHD,Heartbreaking. https://live.childrenshealthdefense.org/chd-tv/events/trending-news-segments/baby-tragically-dies-after-6-shots-...,17,"Baby Tragically Dies After 6 Shots of 12 Vaccines. Shanticia and Kayon's daughter was a healthy baby. During a visit to the hospital she was given 6 shots, 12 vaccines. Shortly thereafter Sa'Niya's health took a dramatic turn for the worse, which led to her death. Learn the heartbreaking details in this interview on CHD.TV.",A screenshot of a CHD.TV episode featuring a breaking news segment about a baby who reportedly died after receiving vaccines. The image shows a child with braided hair and includes graphics of syringes in the background. The CHD.TV logo appears in the corner and at the bottom of the image.,"child, news graphic, syringes, CHD.TV branding",True,,KS,"{('shots', '-'): 3.598259323334614, ('shots', '6'): 5.18322182405577, ('shots', '.'): 2.598259323334614, ('shots', '12'): 5.18322182405577, ('shots', 'vaccines'): 5.18322182405577, ('vaccines', 'shots'): 5.18322182405577, ('vaccines', '12'): 5.768184324776926, ('vaccines', '.'): 3.1832218240557704}",35.88081209172501,0,0,Neutral,0.0,-0.9325,0.038,0.237,0.724,0.9325,4.865
KS_63,28-Oct-24,@ChildrensHD,"No child deserves this. 💔

It's Vaccine Injury Awareness Month — help us give them a voice.

Donate Now ⬇️
https://childrenshealthdefense.org/support/no-child-deserves-this-2/...",27,"1 Children’s Health Defense KS reposted iva Children’s Health Defe... &@ @Childrens... - Oct 28,2024 (J -- No child deserves this. €P It's Vaccine Injury Awareness Month — help us give them a voice. Donate Now § https://childrenshealthdefense.org/support/no-child-deserves-this- Ms € 7 Me q ray ae ag isting VACCINE INJURY, O16 TQ 288 0 473 tlt 12K As",The image shows a child sitting on a carpeted floor. There appears to be a video (3:52 duration) with a black ribbon emblem in the bottom right corner that says 'VACCINE INJURY AWARENESS MONTH OCTOBER'.,"child, carpet, awareness ribbon logo",True,,KS,"{('vaccine', ""'""): 5.584962500721156, ('vaccine', 'injury'): 5.584962500721156, ('vaccine', 'awareness'): 5.584962500721156, ('vaccine', 'month'): 5.584962500721156}",22.33985000288462,0,0,Neutral,0.0,-0.7234,0.113,0.175,0.712,0.7234,4.4468
