data_snap_source,tweet_date,user_name,tweet_text,word_count,image_tweet_text,image_description,image_subjects,image_contains_face,detected_persons,chapter_code,pmi_scores,pmi_sum,hedge_count,booster_count,epistemic_stance,epistemic_density,sentiment_compound,sentiment_pos,sentiment_neg,sentiment_neu
MAIN_21,5h,@ChildrensHD,"""The people who think they are crazy enough to change the world are the ones who do.""

You are an inspiration @thefoodbabe",22,"We didn't give up. We kept going. We made our voices loud. And now we are here. FDA announces phase out of artificial food dyes by 2026. From ""get off our lawn"" to get off our shelves! TY @Potus @SecKennedy, @DrMakaryFDA",The image shows a video screenshot with a person in pink clothing. There's text overlay that reads 'Petitioning Kellogg's to remove dyes in 2024'. The video appears to be showing advocacy work related to food dye removal from products.,"person, petition text, food advocacy",True,,MAIN,,0.0,1,0,Neutral,1.5625,0.6833,0.101,0.035,0.864
MAIN_22,5h,@ChildrensHD,Watch more on CHDTV ⬇️,4,HHS AND FDA PRESS CONFERENCE TO ANNOUNCE INTENT TO PHASE OUT PETROLEUM-BASED SYNTHETIC FOOD DYES,"A promotional graphic for a press conference about food dyes. The image shows a split screen with the HHS and FDA logos on the left side along with text announcing a press conference about phasing out petroleum-based synthetic food dyes. The right side shows the Department of Health and Human Services building. The bottom of the image indicates it's a live press conference scheduled for April 22, 2025 at 4PM ET/1PM PT on CHDTV.","FDA logo, HHS logo, government building, press conference announcement",False,,MAIN,,0.0,0,0,Neutral,0.0,0.0,0.0,0.0,1.0
MAIN_23,6h,@ChildrensHD,"LIVE: HHS, FDA Food Dye Press Conference",7,"ua Children’s Health Defense @ @ChildrensHD - 6h os LIVE: HHS, FDA Food Dye Press Conference ] iW ] YY h Sid me ™ iL! j ie wir . ° * wid * e ~ al i; 5 ™> . « y 1 ; ‘ P : 4 5 B ID Qijch... - 2,378 views 0:15 /1:14:28 6 Py B Children’s Health Defense @ @ChildrensHD LIVE: HHS, FDA Food Dye Press Conference Os 11 36 O73 tlt 3.4K A Ss","A press conference setting with several people seated on a stage with a blue curtain backdrop. In the center, someone is holding a green sign that reads 'MAKE AMERICA HEALTHY AGAIN'. The image appears to be a screenshot from a video stream of the HHS, FDA Food Dye Press Conference.","press conference, sign, stage, audience",True,Multiple unidentified individuals,MAIN,,0.0,0,0,Neutral,0.0,0.3164,0.036,0.0,0.964
MAIN_25,6h,@ChildrensHD,"🤯 WOW: MSM actually did honest reporting before Big Pharma bought it.

Takeaways:
• Paul Offit pushes vaccines because he's financially tied to them.
• Paul Offit thinks of your baby as nothing more than a guinea pig. 10,000 vaccines at once?
• Paul Offit uses his medical",46,"They did a really great job in hiding this video but I had it saved on my phone. She had to go on a ""I'm sorry"" tour for daring to ask questions about Gardasil.","A screenshot from what appears to be a news broadcast showing a person in a white blazer sitting at a news desk. Behind them is a graphic with a medical caduceus symbol and text reading ""CONFLICT OF INTEREST?"" The image appears to be from a news segment discussing potential conflicts of interest in medical reporting. There's a timestamp of 3:08 visible in the lower left corner.","news broadcast, reporter, medical symbol, news desk",True,News reporter,MAIN,,0.0,0,0,Neutral,0.0,0.9102,0.156,0.033,0.812
MAIN_27,21-Apr,@BGatesIsaPsycho,"""If you've got a Kid - don't ever let him put a cellphone by his head""

""If you have a Girl don't ever let them carry a phone in their breast pocket or near their ovaries""

Holy Crap RFK Jnr is telling some extremely uncomfortable truths here.",49,DON'T LET HIM CARRY,A video screenshot showing a person in a gray suit with a blue tie speaking emphatically. The person appears to be in a studio or interview setting with blue lighting in the background. Text overlay on the image reads 'DON'T LET HIM CARRY' with 'LET' highlighted in green. There's a video timestamp of 0:26 visible.,"person in suit, interview setting, text overlay",True,Robert F. Kennedy Jr.,MAIN,,0.0,0,0,Neutral,0.0,-0.3431,0.054,0.097,0.848
MAIN_28,21-Apr,@TheChiefNerd,This moment never gets old,5,1 Children’s Health Defense reposted & Chief Nerd @ @TheChiefNerd - Apr 21 oo This moment never gets old Uh t 4 7 \ A : - / \. fi . © 26K TQ 10K 9 44k hi 14M As,A person in blue medical scrubs appears to be speaking during what looks like a TV interview or talk show. The setting has a blue background and there's a timer showing 1:15 in the bottom corner of the image.,"person in medical scrubs, TV show set",True,,MAIN,,0.0,0,2,K+ (high certainty),5.555555555555555,-0.1779,0.032,0.047,0.921
MAIN_29,17h,@DrSuzanneH7,"Vaccine Roulette from 1982. The beginning of the ""autism epidemic"". ""Debunker Dan"" one of many flying monkeys, said that this film is just full of emotive arguments and testimonials. You decide. There is a lot of relevant information about whooping cough, even for today in this",46,"1 Children’s Health Defense reposted fo) Dr Suzanne Humphries @ @DrSuzanneH7 : 17h Jr \°® vaccine Roulette from 1982. The beginning of the ""autism epidemic"". ""Debunker Dan"" one of many flying monkeys, said that this film is just full of emotive arguments and testimonials. You decide. There is a lot of relevant information about whooping cough, even for today in this Show more : Y ~— ft LAD) \ ei oe - wo a! “ ll » - 51:20 —lie = 043 1 370 © 824 ihn 22k As","A still from what appears to be a 1982 film titled 'Vaccine Roulette'. The image shows a person in a burgundy jacket with a white collar standing in what looks like a control room or broadcast studio with old television monitors visible in the background. The timestamp 51:20 is visible at the bottom of the image, indicating this is from a video.","person, television monitors, broadcast studio",True,Unidentified person in broadcast setting,MAIN,"{('vaccine', 'roulette'): 6.383704292474052, ('vaccine', '1982'): 6.383704292474052}",12.7674085849481,0,1,Neutral,0.8,-0.636,0.011,0.041,0.949
MAIN_30,9h,@ChildrensHD,"🔥 Autism Parents Stand with @SecKennedy

""When Bobby stood up and did that speech, he stood up for my son.""",19,"ies] Children’s Health Defense @ @ChildrensHD - 9h Jor @ Autism Parents Stand with @SecKennedy “When Bobby stood up and did that speech, he stood up for my son.” Nes : ‘ 3 - i b eS “Tee < , ( / Mary Holland | Polly Tommey i\ / 1:08 SOMEBODY WHOHEAD BANGS ODD] ""1 On a 9139 tht 4.3K As","A screenshot from what appears to be a video interview with two women in a split-screen format. The video has a timestamp of 1:08 and includes the CHDTV (Children's Health Defense) logo in the bottom right corner. The women appear to be in different locations, speaking during what seems to be an online interview or discussion.","video interview, split screen, two speakers",True,Two women labeled as Mary Holland and Polly Tommey,MAIN,,0.0,0,0,Neutral,0.0,-0.6037,0.018,0.064,0.918
MAIN_31,9h,@ChildrensHD,"Watch the whole episode of ""This Week with Mary and Polly"" with @maryhollandnyc and Polly Tommey only on CHDTV 👇",19,"THIS WEEK WITH MARY HOLLAND, ESQ. AND POLLY TOMMEY - AUTISM PARENTS STAND WITH HHS SECRETARY KENNEDY","A promotional image for a show called 'This Week' featuring a person in a suit standing in front of a crowd of people. The image has text overlays including 'THIS WEEK WITH MARY HOLLAND, ESQ. AND POLLY TOMMEY' and 'AUTISM PARENTS STAND WITH HHS SECRETARY KENNEDY'. The CHDTV logo appears in the corner.","person, crowd, text overlay, TV show promotion",True,A person in a suit,MAIN,,0.0,0,0,Neutral,0.0,0.0,0.0,0.0,1.0
MAIN_32,10h,@ChildrensHD,Restore and Reclaim: Rally In NY + Vaccine Of The Week,10,Restore and Reclaim: Rally In NY + Vaccine Of The Week,"A video thumbnail showing what appears to be a yellow substance or liquid in a circular container or petri dish. The image has a bright yellow-gold glow in the center. The video duration shows as 1:01:55 with 1,613 views displayed on the thumbnail.","yellow substance, circular container, bright light",False,,MAIN,"{('vaccine', 'ny'): 3.584962500721156, ('vaccine', '+'): 3.584962500721156, ('vaccine', 'week'): 3.584962500721156}",10.75488750216347,0,0,Neutral,0.0,0.5267,0.18,0.0,0.82
MAIN_35,16h,@catsscareme2021,"Shared by Mom- her son Zane has something to say.

""Everyone is talking about RFK and his initiatives to find out what is causing autism. Our family has literally been waiting 24 years for someone in a position to help to step out and take initiative. Zane is exactly the kind of",52,TV Children’s Health Defense reposted re) Jessica Rojas = @ @catsscareme2021 - 16h Boo Shared by Mom- her son Zane has something to say. “Everyone is talking about RFK and his initiatives to find out what is causing autism. Our family has literally been waiting 24 years for someone in a position to help to step out and take initiative. Zane is exactly the kind of Show more : — a | a fomt\ 4 Peper a ; f ¥4 i > > - = A= ~ e/a ii Lo - Be ~ L¢ ° i Lh) ~ 4 7 — — Ve \\ - SA) DhLSSSS * s oN = O19 Tl 148 © 606 thi 18K As,"The image shows two people in what appears to be a kitchen or dining area. One person is wearing a red and white striped shirt and has light-colored hair, while another person is partially visible wearing what looks like a burgundy shirt. They appear to be gesturing or pointing at something. The background shows a kitchen area with windows, shelving, and some kitchen items.","people, kitchen, interior",True,,MAIN,,0.0,0,1,Neutral,0.6666666666666667,0.8658,0.066,0.0,0.934
MAIN_36,13h,@ChildrensHD,Forecasts based on CDC prevalence and Census data project autism's annual U.S. cost at $589 billion by 2030 and $1.36 trillion by 2040.,26,Brief Report: Forecasting the Economic Burden of Autism in 2015 and 2025 in the United States. Leigh & Du show autism costs of one trillion dollars a year in the U.S. by 2025. IT SHOWS AUTISM COSTS OF $1 TRILLION,A screenshot of a research paper titled 'Brief Report: Forecasting the Economic Burden of Autism in 2015 and 2025 in the United States' by authors whose names appear to be Leigh & Du. The image shows part of an academic paper with text highlighting that autism costs will reach one trillion dollars a year in the U.S. by 2025. There's a yellow/green overlay text stating 'IT SHOWS AUTISM COSTS OF $1 TRILLION' and a video timestamp of 0:50 visible in the corner with 'CHD.TV' watermark.,"research paper, economic report, autism costs projection",False,,MAIN,,0.0,0,2,K+ (high certainty),3.03030303030303,-0.0258,0.042,0.043,0.915
MAIN_37,20h,@RobSchneider,The media and pharma don't want YOU to see THIS👇👇,11,"""Those who profit from vaccines don't want to hear this well. The media, who report on vaccines don't bother to research this well. But listen closely and hear me well. I traded the chance of him getting an acute fully-recoverable, normal childhood illness for chronic, life-long [Show more] HEAR THIS WELL: ""VACCINES CAN CAUSE AUTISM."" GAVE HIM THE CHANCE TO REMAIN THAT WAY.""",The image shows a video screenshot with a timestamp of 1:06. It appears to be from a video where a person is sitting with someone who appears to be lying down on what looks like a red pillow or cushion. There's text visible on a wall in the background that appears to be a religious or inspirational quote. The CHD.TV logo is visible in the corner.,"people, interior setting, text overlay",True,,MAIN,"{('vaccines', ""'""): 4.473931188332412}",4.473931188332412,0,1,Neutral,1.282051282051282,0.9294,0.213,0.06,0.727
MAIN_38,15h,@ChildrensHD,"🚨 Massachusetts Proposes Laws to Remove Religious Exemptions, Parental Consent for Vaccines

If lawmakers pass all three proposed bills, children whose families object to school-mandated vaccinations based on sincerely held religious beliefs will be barred from attending public",38,"Children’s Health Defense @ &B Massachusetts Proposes Laws to Remove Religious Exemptions, Parental Consent for Vaccines If lawmakers pass all three proposed bills, children whose families object to school-mandated vaccinations based on sincerely held religious beliefs will be barred from attending public , -_— aay FS ” er . .. - q",The image shows a child in a blue shirt receiving a vaccination. Only part of the child's face is visible from the side. On the left side of the image is the Massachusetts state flag with its distinctive shield design featuring a Native American figure. The image appears to be a composite meant to illustrate the topic of vaccination policies in Massachusetts.,"child, vaccination, Massachusetts flag, medical procedure",True,,MAIN,"{('vaccines', 'parental'): 5.700439718141092, ('vaccines', 'consent'): 5.700439718141092, ('vaccines', 'lawmakers'): 5.700439718141092, ('vaccines', 'pass'): 5.700439718141092}",22.80175887256437,0,2,K+ (high certainty),2.325581395348837,0.8591,0.117,0.0,0.883
